2018-10-02 03:00:02.223452|INFO    |ServerLibPriv |   |TeamSpeak 3 Server 3.3.0 (2018-07-31 16:10:01)
2018-10-02 03:00:02.223578|INFO    |ServerLibPriv |   |SystemInformation: Linux 2.6.32-48-pve #1 SMP Fri Dec 23 10:22:54 CET 2016 x86_64 Binary: 64bit
2018-10-02 03:00:02.223606|WARNING |ServerLibPriv |   |The system locale is set to "C" this can cause unexpected behavior. We advice you to repair your locale!
2018-10-02 03:00:02.224388|INFO    |DatabaseQuery |   |dbPlugin name:    SQLite3 plugin, Version 3, (c)TeamSpeak Systems GmbH
2018-10-02 03:00:02.224421|INFO    |DatabaseQuery |   |dbPlugin version: 3.11.1
2018-10-02 03:00:02.224647|INFO    |DatabaseQuery |   |checking database integrity (may take a while)
2018-10-02 03:00:02.277118|WARNING |Accounting    |   |Unable to open licensekey.dat, falling back to limited functionality
2018-10-02 03:00:02.277313|INFO    |Accounting    |   |Licensing Information
2018-10-02 03:00:02.277339|INFO    |Accounting    |   |licensed to       : Anonymous
2018-10-02 03:00:02.277359|INFO    |Accounting    |   |type              : No License
2018-10-02 03:00:02.277382|INFO    |Accounting    |   |starting date     : Sun Jul  1 00:00:00 2018
2018-10-02 03:00:02.277400|INFO    |Accounting    |   |ending date       : Wed Jul 31 00:00:00 2019
2018-10-02 03:00:02.277417|INFO    |Accounting    |   |max virtualservers: 1
2018-10-02 03:00:02.277433|INFO    |Accounting    |   |max slots         : 32
2018-10-02 03:00:02.445182|INFO    |              |   |myTeamSpeak identifier revocation list was downloaded successfully - all related features are activated
2018-10-02 03:00:05.735400|INFO    |              |   |Puzzle precompute time: 3261
2018-10-02 03:00:05.735906|INFO    |FileManager   |   |listening on 0.0.0.0:30033, [::]:30033
2018-10-02 03:00:05.764183|INFO    |Query         |   |listening for query on 0.0.0.0:10011, [::]:10011
2018-10-02 03:00:05.764280|INFO    |CIDRManager   |   |updated query_ip_whitelist ips: 127.0.0.1/32, 
2018-10-02 19:10:33.145190|INFO    |              |   |Error opening file "files/virtualserver_1/internal/icons/icon_630658948": No such file or directory
2018-10-02 19:10:33.145762|INFO    |              |   |Error opening file "files/virtualserver_1/internal/icons/icon_2435627781": No such file or directory
2018-10-02 19:10:33.201386|INFO    |              |   |Error opening file "files/virtualserver_1/internal/icons/icon_2217302896": No such file or directory
2018-10-02 19:10:33.201952|INFO    |              |   |Error opening file "files/virtualserver_1/internal/icons/icon_25468234": No such file or directory
2018-10-02 19:10:33.208553|INFO    |              |   |Error opening file "files/virtualserver_1/internal/icons/icon_804193063": No such file or directory
2018-10-02 19:10:33.303697|INFO    |              |   |Error opening file "files/virtualserver_1/internal/icons/icon_1962106074": No such file or directory
2018-10-02 19:10:33.304066|INFO    |              |   |Error opening file "files/virtualserver_1/internal/icons/icon_469009034": No such file or directory
2018-10-02 19:10:33.371276|INFO    |              |   |Error opening file "files/virtualserver_1/internal/icons/icon_3235240143": No such file or directory
2018-10-03 03:00:01.503156|INFO    |ServerMain    |   |Received signal SIGTERM, shutting down.
